Shop_name,Products,Chart_Performance,Rating,Followers,Rating_bad,Rating_good,Rating_normal
Byshydamokhtar,40,94,4.969891,8307,3,2385,8
day6's Super Sweet Girls,2737,66,4.797223,29041,1194,87949,3437
JE One Stores,1753,97,4.938116,43493,436,106678,1083
swlady.my,450,89,4.790367,7415,115,8706,417
xingda.my,595,76,4.816844,6956,610,37014,1262
Mrsfirsya,8,91,4.960465,3270,1,463,1
chibbystore.co,7,93,4.95122,9161,10,1235,10
ZING STORE ,243,88,4.698069,2655,139,6087,418
moccha.c0,23,95,4.956561,18673,10,6534,44
siruba_industries,172,96,4.926985,1087,12,4954,63
Women's Clothing and Shoes,955,80,4.826998,10088,53,5490,213
ROCKYSTUDIO,1009,98,4.840394,14930,111,9818,318
QQbaby,413,100,4.924218,101098,906,219316,3161
cuicheng.my,630,65,4.722608,21880,465,19463,1204
ainFazleenStore.co,6,97,4.950584,7846,7,1191,10
zuoan.my,3264,100,4.781927,155389,1878,137027,6572
CahayaTerang,79,94,4.909023,1541,6,1350,19
24hopen,31,91,4.837713,1065,11,1291,51
Sweet Aurora Closet Loved,32,97,4.922071,23383,15,4110,64
Fashion women underwear,178,66,4.768066,14953,708,36725,1835
#TeamFLO,36,63,4.723373,996,363,4049,69
Factory-Women Underwear,315,93,4.795032,37577,424,24241,1019
looktopone.my,2342,97,4.744924,20672,1036,51016,2611
YYMY.MY,653,77,4.787583,10585,106,5841,259
1622530813.my,1554,91,4.816176,194,3,274,12
The Dewi’s,8,92,4.972423,11270,1,1831,9
HafizSyabil,4,96,4.877167,9281,15,1605,23
Viburnum,431,70,4.818468,6200,185,10977,396
TRISYACLOSETCRAVING,48,99,4.910938,9241,13,2123,35
QQ BABY SHOP SDN BHD,837,93,4.846455,326536,5851,427218,12351
ezniefarezstore.co,19,95,4.922601,22788,10,2485,31
pusat belanja online BALI,333,100,4.813493,8021,121,7458,295
DreamFactory🌹,299,98,4.88117,18004,84,28161,574
LizLily.my,375,100,4.914702,9834,53,16240,310
COCO & LULU FASHION STORE,1459,73,4.78155,28637,247,15336,708
13537781500.my,101,98,4.926692,369,1,1089,20
desiree3_wardrobe,453,92,4.778522,45824,600,44570,2073
Sue_haydar.my,12,90,4.960076,416,1,527,5
 Aikumei Factory,157,99,4.929793,8943,42,14849,209
texwin_shop,191,99,4.913751,3282,45,17201,304
Lemon H,140,91,4.834441,8855,60,6706,248
BUNDLE RAJA MIZA,4,89,5,1371,0,92,0
Pink Mickey,158,98,4.875923,15867,63,13297,380
Fanqie Women's Apparel,965,67,4.807498,12519,96,6876,284
dawsaww.my,214,98,4.849582,3023,13,1401,45
AZFashionHouse,163,95,4.836175,6751,60,4793,143
Jeans Jeans,369,98,4.845712,5080,70,8004,238
MH-STORE,20,99,4.912209,6076,30,9638,185
Lun's Collection,61,66,4.994536,2465,0,799,0
lcscm.my,1224,82,4.722011,8622,328,15936,1020
goldenlemon.my,75,78,4.873939,5612,90,14337,360
preloved_diana,8,89,4.957091,12271,3,2483,19
happydaykk.my,476,56,4.888386,2351,25,3314,72
Spotlight on Style,117,97,4.94187,11051,103,49771,489
🌼Ekin Bundle House🌼,9,95,4.977679,9044,0,2290,10
Memz Family's,10,90,4.958165,8956,4,2427,19
zxyouping4.my,362,98,4.930219,6842,30,8609,106
Hmstyle.my,89,86,4.903021,2730,30,6967,132
nanabella87,42,82,4.914286,12608,6,1949,32
flowsakura,4,77,4.96124,7290,0,1070,8
Beauty First,1696,89,4.704916,33823,1826,69263,4126
woyun2019.my,160,69,4.657644,19452,789,23956,1901
Summer dress,408,87,4.802761,10278,75,4941,206
Butik Anda,89,89,4.802317,7252,321,17639,712
tarrikoer,637,75,4.736234,20022,427,20591,1260
Mr. Right Flagship Store,569,85,4.712501,9368,357,17533,1158
YOSICI,1305,77,4.701988,3622,364,11745,718
Summerology.Store,10,81,4.81407,37,1,189,12
LemaryChanteq Bundle House~,58,94,4.932196,53083,12,4887,66
mrlaju,52,99,4.84038,5607,233,26223,898
XIJING-Top Fashion Store,5083,91,4.852081,150940,5104,497489,13409
Women Nightwear,1137,89,4.710161,29044,1510,60960,3717
JLY Clothes,226,95,4.818586,6653,41,5269,231
Dareena Closet,70,64,4.882279,8409,59,8605,235
ariana.shoppe,22,99,4.963836,6978,1,1430,5
Meijie Happy Socks,481,66,4.926945,15007,219,61406,725
KHALISHA CLOSET,11,94,4.994118,7227,0,1802,2
toshio1987.my,383,99,4.86688,19333,267,35904,1007
Style show,177,82,4.872183,5625,17,3308,101
Gibmir1920,13,97,4.99511,5633,0,889,0
 Miss Han,290,81,4.917431,1324,7,973,20
Ellis Mart,29,99,4.913598,2916,16,6582,122
Good dream,57,98,4.76197,18437,373,26768,1539
COSHOP - women's clothes,737,88,4.824288,11602,280,25512,995
TZ.CO,5,73,4.917679,4128,3,1800,25
babykidsaccessories,482,100,4.96814,31441,26,34586,201
Miznana_shop,15,90,4.958351,11228,5,2755,16
SHOPWITHAMYYY,4,87,5,54,0,205,0
Female clothing,469,81,4.779592,6617,172,10384,511
SMART CHOICE TO YOU,287,100,4.881629,87573,987,206884,4785
Yesladystudio Plus Size.my,692,97,4.854237,16540,93,12544,409
Degeschaft,38,100,4.859065,5425,29,4907,160
Amy  💕艾美衣橱,812,94,4.890757,22264,64,17809,407
hailie.my,535,84,4.804958,33050,1408,82466,3151
Happy Mummy Store,113,96,4.957494,8762,27,16284,115
JhuaY Shopping Center,1313,100,4.773093,83573,3095,144332,6195
FALLSWEET OFFICIAL STORE,260,82,4.8974,33488,278,49421,1042
Beili_Store.my,119,97,4.883035,4104,20,2862,59
Happy Time Market,2085,69,4.772059,741,36,2281,110
THE0080,34,99,4.912935,253,3,400,4
La Madre,48,81,4.907268,277,1,395,9
Female fashion,210,100,4.810443,3116,13,2738,115
DINADONNA BUNDLE,8,84,4.972248,10603,3,2529,8
premiumbyzai,10,93,4.979119,15710,2,3668,14
NURUL'S  SHOPPEZZZ  :),10,91,4.95788,7539,0,1634,15
Twin Castling,163,94,4.910562,8056,18,4472,84
TaoXiShop,503,100,4.849554,5934,21,2519,82
Modern Women's Clothing Store,945,96,4.737845,2916,23,1435,89
sweetapple.my,975,97,4.699448,22390,540,20271,1358
IOVOI,20,99,4.962746,22149,9,11300,78
gl.bundle,7,91,4.988701,2620,2,463,0
bbin440,53,97,4.949438,1204,10,3769,21
Liong.Socks,78,64,4.906763,3601,77,16655,292
azureyun.my,645,55,4.822911,1595,16,1766,70
Qipin Fashion Store,3947,76,4.89323,21944,245,42816,913
yingbin.my,450,49,4.754621,24199,963,49685,2558
suciamani30,152,95,4.943344,3087,24,10047,114
MAAZ GALLERY,99,90,4.874419,1305,14,1965,49
ShopWithAnis,28,93,4.956624,12254,2,2056,16
Neddya R. Bundle,8,92,4.980379,10140,1,1668,6
【W@R】,150,90,4.684556,4117,35,1535,132
Baoburn crystal factory,33,75,4.942664,1647,8,1630,6
TheVintage Attire,17,89,4.815916,2941,23,2314,94
weifashion.my,717,60,4.822135,17682,265,23947,960
girlshorizon,76,100,4.871884,2303,36,8542,235
Lavender99love,37,99,4.93219,3208,12,5133,61
MANCY,602,99,4.826868,18848,188,19020,719
LINA BUNDLE ,10,88,5,3018,0,681,0
Kikiwawa Official Store,196,99,4.950178,53527,153,87545,789
Serah_Honey,27,98,4.984694,4909,1,861,2
KK5_Shop.,11,98,4.989044,17629,0,4481,11
Blouss fashion mall,303,57,4.697847,1172,24,1254,96
kraidess.my,27,100,4.887507,2082,5,1824,45
sockeeee,425,99,4.958008,6721,30,17613,135
azaleastyle,142,88,4.925874,1523,3,1453,20
bella_zekeria,16,95,4.966644,15377,2,3078,19
金牌服装批发Clothing wholesaler,337,88,4.726181,8021,28,1207,73
woyao2,1918,96,4.796311,430,69,3835,145
Shenzam ,15,99,4.979449,10443,2,2770,7
Laara Universal Trading,94,100,4.960032,2098,3,4054,27
C&M shop ,1548,84,4.746438,67931,745,46360,2735
JQ SHOP,23,100,4.938821,6777,19,9193,106
CW- sport bra bengkung panties,233,98,4.888702,37697,348,83918,1859
fast2u.my,144,95,4.869841,13221,261,27721,735
Squad Bundlez,11,95,4.962264,1528,0,693,5
Secretsex.my,190,100,4.977586,1283,2,1787,7
Murah Sini!!,79,94,4.968421,1403,1,2608,15
happybyby.my,477,79,4.724703,2750,94,4035,231
Republic Of Julianasanny,21,100,4.994483,11007,0,1708,1
LawaByJoyyy,15,88,4.991098,18152,1,2840,6
IDAA COLLECTION,26,85,4.95243,14731,3,2049,21
IBU SOFIA BUNDLE,45,79,4.977024,3968,3,1078,2
IR APPAREL HQ,49,66,4.934013,1839,24,8690,102
APPLE BLOSSOM,11,88,4.916505,25870,17,2312,27
BB Baby Shop Malaysia Wholesale,793,98,4.882167,5225,82,16162,436
Lower_price,112,94,4.947968,1579,22,7341,58
Best World Socks ,197,100,4.91159,14834,76,17718,318
Gerobok Amanda,7,94,4.973577,2456,0,530,1
mohdshyam,6,89,4.983573,2470,0,539,3
E Space,60,100,4.859583,2746,18,5306,146
Loveena,442,100,4.86487,26762,236,33887,968
Women's Special,207,50,4.621415,24340,676,18481,1614
🌱COCO BOUTIQUE🌱,521,98,4.721561,60749,760,37322,2292
somedaymx.my,4635,43,4.871057,12834,230,24379,593
PREMIUM8,217,99,4.934,4256,24,15498,213
small_rabbit_18,373,93,4.965723,4451,6,17895,117
SAKAN Official Store,1251,60,4.876875,13277,121,17112,453
jjsocks.my,162,97,4.953993,3170,4,3291,24
Honey Boo Official Store,83,99,4.957697,15011,117,60942,494
MUMMY ROSES STORE,11,96,4.9625,2273,1,468,1
SZCOMI-Sleepwear Factory,4247,90,4.876716,25187,151,33259,861
Gravity.my,355,88,4.74288,4799,68,3476,229
JejakaJeans,10,79,4.855385,1262,44,4605,128
Beautiful.HomeLife.my,79,100,4.861866,2362,20,2207,60
Quennbra,97,70,4.90176,784,2,674,17
elenxs,4467,91,4.749464,54472,3320,167853,8340
sisterjeans2,9,76,4.87619,621,15,2361,60
sucirahma1606.my,22,100,4.882825,534,3,616,17
JCbeauty66,441,84,4.972918,17376,125,95111,385
Mummy&baba shop.com,24,76,4.922445,1127,4,2011,35
w6093.my,341,97,4.753247,3572,41,2923,173
Zinggo-Women's Clothes,1292,3,4.74068,11190,311,13570,696
abaabb.my,270,66,4.800189,3095,126,5096,170
Y&N fahsion store,115,99,4.825838,3302,27,2559,100
davidson008.my,1113,92,4.782445,20915,217,12579,574
KD's GARAGE,19,91,4.952415,5787,3,1837,17
HUZAIFA_SHOP,254,70,4.864444,1862,12,1761,58
Salsabila Shop,9,91,4.947872,200,0,943,12
GROSIR BUSANA MUSLIM,388,100,4.813884,8087,58,4235,164
simplehomeline,1816,90,4.791057,211,18,1189,43
ForeverSassy,17,99,4.992161,14193,1,2189,1
Swag Girl,626,96,4.874644,193,2,348,13
labelungu,57,97,4.967836,27373,3,4341,29
Shelly Studio,520,97,4.85575,2609,36,5410,167
Pierre Cardin Lingerie Malaysia ,286,53,4.91434,40825,199,40743,637
Stopnshop_my,3,95,4.961506,13085,0,1287,10
SherryGo.my,391,87,4.874674,3114,30,3799,109
JEANSBORONG.COM,135,63,4.83596,1534,36,2780,87
Mengli Women's Panties,45,29,4.942345,714,3,2066,31
Closetbyfar,8,94,4.961362,4899,1,1169,9
MFsport,45,75,4.85822,1448,45,5605,158
fariza92,5,96,4.977069,270,0,1054,4
Supertrees Plus Size Tops,684,88,4.711826,5414,227,9065,543
Tsuka,91,92,4.894638,6577,67,11809,252
YC JYE TRADING,101,100,4.927,4570,9,4947,62
HaSha Palazzo,14,100,4.95015,354,0,1046,10
Thrift Fairy,10,92,4.987254,13032,0,960,0
SAVEHERE,70,100,4.953655,2606,5,4485,28
ShaLea Couture,10,93,4.888889,686,2,508,11
Sexycurve_stacy,10,97,4.981224,1565,1,1257,4
"QRUSNITA, MAGIC BLUE & HSF NATURALS",85,100,4.954426,1690,4,3042,18
aesthethrift.co,2,91,4.968543,4422,1,695,2
myfancymall,1477,96,4.919333,2220,9,3143,55
sulaiman shop,14,93,4.979903,1613,1,1775,5
Angela Apparel Store,2232,74,4.74512,10805,173,9091,557
女性鞋服的搬运工,307,94,4.831786,1327,18,1798,54
Night fire underwear,151,100,4.926679,1972,9,2681,41
kedai_dewasa,321,75,4.788124,5416,133,5729,240
harfafashion.my,23,100,4.939597,457,0,484,9
Yshomeny.my,259,89,4.8521,2062,37,5575,178
MYLOVELY2U,430,100,4.909412,19997,161,47914,842
J.Boutique,337,93,4.959292,3786,15,12005,89
ByAdeenda,51,98,4.961781,868,3,3032,13
ADEMI,57,98,4.95543,4336,7,7869,67
MEGA FIRST FASHION ENTERPRISE,262,99,4.882777,2507,18,3331,82
By Sheyrah,6,100,4.984064,10210,0,836,2
F.ystudios,128,97,4.799324,1598,27,1709,76
karastore,790,59,4.852667,2305,34,3511,113
gzcdmy.my,107,52,4.891374,770,1,304,11
ms.empire,99,100,4.983679,20156,8,8165,15
XSEN SOCKS & TOWEL,64,100,4.947695,5607,24,12117,101
Syu-Haimy Collection,24,98,4.982188,6014,1,415,1
Women's Dress Mini Dress,1083,70,4.744252,6633,144,8311,517
Fabyluv,21,97,4.971396,20797,2,2941,15
Onnie's Fashion Boutique,14,98,4.987474,6339,0,1311,3
 X -Style ,519,100,4.736964,12740,176,9454,568
hishamgexe,26,71,4.946461,1559,17,8680,68
MapleLingerieMalaysia,48,98,4.968619,2932,0,1487,8
tinamanahselection,47,95,4.984152,3797,2,1448,2
Flocoral's Korea Socks,257,85,4.947214,3568,5,4838,52
Home_Living_ML,713,99,4.890052,36885,496,76490,1632
Ezmura,52,95,4.964041,3012,3,5904,20
harisahjtuansidik.co,8,97,4.947619,361,0,735,7
kinstoree,14,89,4.979592,897,0,491,1
Venus Advance,75,98,4.894329,1031,25,7639,166
norbalina,233,89,4.983015,2432,0,552,2
TCWK      ,599,98,4.89122,21916,27,3354,72
Pasaraya Yang Yang,1056,91,4.945383,11849,87,41696,419
T_Janest.my,123,77,4.872117,869,34,4271,106
xiaoqiqi.my,57,89,4.894309,457,0,243,7
EmyshaClothing,13,90,4.974328,707,0,836,6
💫0412💫 Fashion Hall✨,125,94,4.769814,5451,33,3015,169
ylnn.store,563,100,4.893055,2263,29,3762,69
Socks Heaven,4,97,4.936486,415,3,1430,13
szshanhe.my-women's tshirt,197,85,4.83273,2086,70,6240,238
MamaAisyaShop,9,99,4.966379,356,0,1208,7
EKS Collection,58,86,4.810596,7022,188,10870,396
dato.my,5244,94,4.818182,552,27,2223,82
mika.rtw,56,96,4.96676,3530,2,4390,23
toponevarietystore,2125,99,4.762909,2192,85,3969,198
jiexinjianzhu shop,1654,100,4.902827,4402,2,559,10
ECIS,1491,91,4.926477,2620,28,6635,83
ARAB SHOP,48,87,4.912311,1318,14,1739,17
Body Lite,22,99,4.927264,1545,1,2061,40
giggle.my,2308,73,4.80871,1991,56,4070,173
yp_boutiqueshop,57,99,4.931751,1536,3,4182,51
Ratu Cantik 0606,106,98,4.948826,2540,9,2827,24
MQ Garment Factory,213,99,4.917293,576,1,268,6
LEENA COLLECTION🌻✨,35,94,4.972366,1386,1,2349,12
Mazli_Mart,57,99,4.957921,694,1,408,3
maya_boutiquez,50,93,4.804629,8723,34,2647,98
LaSenda,196,98,4.943517,4733,23,10108,108
twohundredfifty,36,83,4.874007,18234,255,24400,506
Dahlia apparel,22,100,4.962963,547,0,1753,11
PINK LADY (Bras Panties),202,88,4.89112,7292,57,11504,276
69 Mall,45,91,4.937929,1299,6,4056,47
dieraonshop.my,475,100,4.922292,1254,8,1277,16
Imaan.Collections,84,98,4.984062,11701,0,3971,9
The Ziss Boutique,18,97,4.965517,18685,1,1948,11
thehasyaf.co,21,85,4.930153,10440,3,1211,15
PANDA.HOUSE.OS,67,100,4.947786,1255,11,3755,38
Tudiaa.my,50,74,4.940622,6122,13,8299,96
Wishpeers,49,98,4.978955,5931,0,2917,9
 Gildan Official Shop,316,96,4.887529,101948,868,154116,3397
me5p2unkww,71,72,4.825221,596,24,1348,43
STYLE women dress/long pants/women outwear/women bags/winter coat/evening dress,216,93,4.58479,10604,146,3354,300
HUMAIRA BABY STORE,46,93,4.968242,7129,12,8139,54
AmeenaMomShop,5,84,4.989744,3299,0,210,1
melanie.my,4176,96,4.861597,17186,390,38147,975
❤  meet 	❤,4166,100,4.822542,4324,19,2014,77
ClothCover Official Store,337,86,4.916194,7227,56,10548,194
tmz14968.my,2218,49,4.956616,319,0,505,1
Emurah KPOP ANIME Malaysia BTS NCT,1302,86,4.947329,70836,268,178721,1636
Miss YG shop,135,98,4.941937,1919,8,3728,49
LNG PREMIUM ENTERPRISE,24,91,4.91968,9075,24,8189,148
rumahshope.my,172,100,4.850659,561,10,666,17
JC Trading,104,95,4.908727,20537,187,46410,855
J&M Butik,45,80,4.960404,1547,2,1360,5
spz087.my,156,82,4.828364,2068,24,2701,104
Victoria's Wardrobe,344,94,4.851424,2623,20,2386,76
Medina Collection Hijab,18,87,4.941153,6198,37,13085,154
Small balls seduction wardrobe,1755,94,4.902394,1203,1,548,12
OhPrettyWoman,147,81,4.81725,4187,120,12416,392
kroll_bundlemania,9,98,4.91344,16913,13,4094,61
nidiessboutique,9,96,4.95768,5248,3,677,2
UQ Collection,49,99,4.970318,2598,9,11813,64
 yirun.my,330,4,4.857593,2408,61,7864,236
dianezara87,3,93,4.968637,4961,0,939,5
dergerobok.co,16,93,4.962195,5874,0,841,6
The Lingerie Shop Official Shop,142,97,4.915339,17924,19,8456,136
amynezetty shopper,11,93,4.931545,169,5,1206,10
ABCDynamic.my,71,58,4.881545,605,7,1504,32
fourepd,665,100,4.893587,3514,127,24866,539
🐼PandaGumi,48,97,4.972093,3662,1,678,4
BYCURVES MALAYSIA,15,81,4.948485,421,0,339,6
_catchy_trendy_,25,99,4.91635,459,3,1058,17
Myhaya Hijab,6,98,4.975385,419,0,336,2
AARIZ_SHOP,484,72,4.879272,6088,42,5984,145
Fashion Fox,440,89,4.713032,8435,251,9310,520
Eeleena Knitwear,4,88,4.978947,1256,0,99,0
ChubbyBitsy,1204,96,4.941057,28465,196,66678,703
MK Beauty ,182,99,4.866715,34967,247,37542,1069
StayHome Wear,285,97,4.893822,15024,56,11148,262
Women Plus Size Underwear Shop,98,99,4.914955,4438,23,5626,102
wonderful.my,5583,100,4.82313,13501,306,18490,618
zhanggaijingcb.my,3035,93,4.819365,19124,257,23657,952
SAVE N SAVE ONLINE,683,79,4.90439,9690,36,8854,187
Fashionladies.co,3,96,4.955919,20357,2,2226,14
Women's collection,61,85,4.835508,1031,14,1765,74
AqilahQaisaraAmmar Shop,18,93,4.962579,4378,0,1807,11
"MINTWomenfashion,blouse,dress,bra",2637,31,4.721141,26170,1011,50993,3075
bigmall1,2602,97,4.859849,39389,77,10729,282
Busy Bee x16,16,93,4.875446,4623,32,5677,164
Lingerie Factory,114,96,4.899352,2625,18,3252,67
dodo.my,929,92,4.838124,21593,76,6715,223
hloutfit.my,145,89,4.943989,2860,2,724,12
eslilinshop Moms & Baby,336,98,4.890591,4754,44,10274,231
hearsbeauty.my,1110,99,4.766652,4544,214,9512,447
tshirt_viral,38,59,4.926209,648,0,398,6
HALOO ❤ ,83,88,4.907954,2317,14,2031,32
Hamani.my,30,100,4.876796,1640,13,2347,54
Pido 92 Enterprise,48,99,4.964506,3725,0,778,8
Citta Dreamz Matrix,956,90,4.779517,13170,346,30432,1388
runda.my,1104,98,4.856224,16730,245,29764,882
Shining Smile,292,95,4.900997,15843,91,22601,463
Queen Code Store,349,66,4.91535,289,4,888,12
nassiesr,203,52,4.713809,2464,206,7292,434
Daily Special price No. 1 Shop,557,88,4.819368,4399,58,4926,185
dress maternity,1129,65,4.796992,13501,80,7382,328
Bundle Nurraisya rania,10,75,4.947712,3278,3,973,8
Oxy20,92,93,4.857178,2524,41,4033,105
Elrissa Collection,15,95,4.960859,3125,2,859,7
yoga pants,214,99,4.909836,527,3,1108,15
limited.beauty,19,98,4.950418,355,1,1677,16
Bemudatrade,161,89,4.927215,2358,25,5217,54
echabutik grosir store bali,149,100,4.894833,5606,21,3387,81
Young Hearts Official - Malaysia,412,56,4.902553,47464,252,50773,941
Qaseh Lianz Shop,13,85,4.945946,381,1,960,8
coopermas.my--women blouses，dress,411,99,4.693391,12993,247,10678,794
june6.my,118,95,4.868747,860,12,2138,64
Lucky Lady Shop,127,90,4.895379,6580,42,11993,252
Polaris_Dinamik,236,88,4.922921,1213,22,3466,36
Maeiya Mall,24,61,4.684698,1742,59,2259,149
k.byshopping,201,39,4.914655,6309,45,9295,159
BYSAKURA,20,98,4.921076,946,3,1117,25
Coobuy Flagship Store,3112,95,4.816787,68293,1811,140569,5376
fca666,766,72,4.675921,19191,848,25536,1738
bestvape.my,78,32,4.834248,1736,48,5647,205
nadianurululuwiyah.my,38,100,4.942717,550,1,628,9
Kimi Trendy Lingerie & Nightwear,507,27,4.864718,10789,98,11693,325
Diyana Zahirah,58,94,4.962224,1733,5,1608,11
sunshine.,351,70,4.797224,2350,100,6073,234
Different Touch,29,87,4.848914,1621,12,1064,35
ADELYN ONLINE STORE,307,94,4.872343,15119,230,28892,751
sports jump trak suit,2447,93,4.857313,6344,66,10593,367
yuna una shop,12,97,4.98994,1355,0,559,1
Te Amo ,277,99,4.929932,11291,98,40684,528
Fairy Kiss,85,93,4.933351,11643,14,7549,90
storeayah,7,99,4.986275,14996,1,1700,2
hanshow.my,797,100,4.859321,47559,89,11724,336
weixun.my,170,100,4.859467,2639,10,2168,78
🍒 Baby Baju Boys Girls Clothing 🍒,4021,94,4.896332,67862,1402,191964,3602
Ultimate beauty,40,87,4.904088,7246,11,6323,123
cikbungaacloset,42,90,4.937919,5439,16,5283,61
Ladies＆Fashion,329,100,4.863014,2170,13,1430,39
weimei,307,95,4.711431,23548,384,14504,927
happylife2019.my,1230,100,4.900043,27954,514,67519,1237
Plus Size Bra,79,82,4.905044,8110,25,7858,169
Just In Boutique,128,98,4.925022,4461,16,5804,91
Thexwall Store,93,98,4.912035,5817,90,35649,629
Home Convenient Mall,793,94,4.854513,5002,36,3822,115
jojoh.my,281,63,4.635475,2452,97,2635,212
SHINY BEAUTY - Women’s Fashion,317,95,4.806544,12504,152,10824,431
ALLSTAR,360,65,4.903497,10396,99,17736,278
AZ Family Stores,83,92,4.833247,5108,22,1924,61
SamanthaBoutique_Official,2,93,4.973443,809,0,2074,7
eiffany.my,85,99,4.880485,4077,3,1690,54
Horse Shoes Korean Women Men,80,61,4.722833,10991,167,7153,434
magichouse.mywomen fashion clothing,242,83,4.598712,4651,282,6168,526
eliey.co,3,93,4.989669,17127,1,2524,3
tike.my,345,95,4.813686,4230,43,2849,128
Fariza Shop,16,91,4.968015,496,0,1112,8
RedEx let,40,86,4.825137,1944,27,2664,113
hylsocks,170,76,4.964674,1716,12,23285,83
morihsye.my,156,79,4.849485,201,5,471,17
Prelovedbyqie,8,91,4.993994,10847,0,1120,0
HOLIDAYS_MART,58,60,4.92693,2236,20,6726,98
YANDM.my,184,99,4.87394,3964,8,2557,74
Myfooyin,349,89,4.901911,382000,3825,842480,15587
tannet,54,97,4.84884,3104,59,4264,120
Minna Sport,63,77,4.8989,1114,13,2378,50
Photobook Store,64,97,4.911457,9144,168,23246,246
mammaclothings,106,100,4.967475,1283,0,1743,8
bonda tanjung,155,96,4.929952,17170,19,6323,75
CAIYIER Store,127,92,4.899123,6398,19,3637,71
swin2019.my （Dress T-shirt  Blouse）,2774,57,4.744943,30932,792,37795,2044
Zaitik's Collection,18,99,4.867159,493,10,1381,38
Xi Xi Shop,581,99,4.817203,19318,92,11164,480
women's store.my,348,96,4.814241,6136,37,4049,184
BiO.boutique,30,97,4.969334,7998,0,1617,9
erfei.my,109,100,4.88417,3437,2,759,22
HustleHasil.Ed,4,99,4.994071,2060,0,542,1
Fathiya Bundle,7,100,4.949405,1557,2,1124,10
magrastore.my,41,100,4.84585,414,1,493,21
THE-BEST-SELLER,9,81,4.986245,7382,0,799,3
vinz.store,296,75,4.929458,18839,96,36402,469
Perchedharbor.my,231,16,4.806081,1985,31,2853,138
shesgirl.my（blouse T-shirt bra）,2118,74,4.8255,7844,109,9573,377
Women Home,1101,86,4.842169,2223,52,5748,195
garrini.my,218,93,4.72571,2304,46,2660,192
vindee fashion,62,98,4.971719,453,0,910,4
poktehsmart,29,85,4.956522,1203,1,425,2
shoesstore.co,74,22,4.444861,1857,142,2290,311
Elhany Exclusive,17,96,4.979885,1751,1,1759,4
Knit-a-holic,10,91,4.986501,44589,1,4695,9
AZ Vintage Closet,15,95,4.988889,6067,0,879,1
BLOUSE MUSLIMAH MURAH,30,98,4.904816,20102,58,22097,420
Dhia Alani Official,16,99,4.962766,426,0,389,3
sabrina stuffs,28,85,4.868578,10241,12,1677,45
Soft Snug Official Store,23,98,4.96386,2069,6,2665,17
Shoe clothing exclusive shop,481,97,4.749703,1799,43,1649,72
NazaeCollection,16,87,4.972642,5465,0,1193,4
electops.my,198,87,4.875414,5081,15,3047,81
sc agent,301,96,4.938419,6915,22,8973,132
wawashop.co,19,100,4.922243,21177,23,6065,75
Girl's fashion life.my,75,93,4.898079,4917,10,2369,52
MOVING PEACH Official Store,408,98,4.905378,21894,16,8343,169
syk.shitou2.my,1274,90,4.858158,1577,30,2918,74
ladyhouse,2449,90,4.761759,12397,263,12498,569
mhkting.my,2769,93,4.876011,19721,152,24657,621
Pajamas Dropshipping Store,120,96,4.907354,4148,25,5868,105
T-shirt / blouse,2976,76,4.7449,101713,2456,135842,7345
MISS U STUDIOS-Women Clothing,174,96,4.764206,12614,117,6345,344
NURBELLA BUTIK,45,93,4.964496,13011,8,8465,51
BONJOUR_CLOTHES,159,100,4.950107,3954,10,7275,63
SisAnney,11,99,4.984389,11624,1,2655,10
Shoppinkart,17,97,4.906648,426,4,2220,52
Haans.co,2,77,4.956897,1303,2,567,2
AKMAR HIJAB,235,96,4.943428,8223,51,26751,281
Cheaper.my Official Store,427,95,4.834383,28080,719,63522,1988
Ms coco,187,98,4.855398,3238,15,1517,46
Champange.gold,4,93,4.93424,968,1,437,5
encikviralmurah,5,100,4.88908,1321,10,1187,22
COCOE BUNDLE,5,86,4.971188,11263,1,1640,7
SS-SHOP95,97,94,4.915404,3479,2,792,20
KS Wholesale,121,98,4.969925,4699,4,13110,69
ELF SACK,184,85,4.876145,3242,14,2070,55
BUTIK MIRDAA,245,96,4.97835,11278,1,4295,15
riznayuriz,6,98,4.972906,3250,1,465,2
horse.my,140,91,4.9566,1804,6,2590,16
T-fashion house,35,99,4.910321,2337,14,4482,81
threeday.my,2791,65,4.693162,6029,235,8292,524
SUNDAY plus size clothing,61,84,4.936847,8343,17,8790,100
Gina bundle lover♥️,11,95,4.970277,10672,2,2169,9
Menzone_butik,36,90,4.891711,3483,19,3671,78
Icebear2018.my,2951,95,4.781389,13058,130,8243,378
Realeos (niagaborong),1320,98,4.866671,291932,4735,534531,13665
KD-shop,17,73,4.978369,5208,0,1381,7
💓 Apple 💓 ,500,99,4.902533,14703,29,6817,145
Huts.MY,110,93,4.937711,2282,11,2775,26
OMG Living,89,99,4.946252,1188,4,2141,25
Sofeyashop,12,94,4.92953,4286,1,969,15
nurulhidayahkhaleef,19,96,4.980291,25850,1,5032,18
RexzaStore,34,11,4.834165,2228,72,6420,201
Women's clothes wholesale.my,1000,97,4.81047,22528,244,18722,748
168concept,273,74,4.902585,51055,447,113120,2131
innovation,116,100,4.9542,4887,14,14065,107
MY BRA,66,100,4.939026,7580,19,8847,113
Flash批发铺,55,88,4.881628,1937,23,3632,77
YoPyjamas in Malaysia,16,90,4.882232,9397,49,8249,195
Pan Pan House,14,97,4.936577,2363,10,4644,52
Mini Me Collection,81,98,4.956995,4511,4,4107,32
