Shop_name,Products,Chart_Performance,Rating,Followers,Rating_bad,Rating_good,Rating_normal
The Under Shop Official Store,438,85,4.936594,7131,76,24584,293
knitplussupplies,176,51,4.918262,8675,47,13670,212
huayangchuang.my,93,79,4.838755,1918,21,2788,99
butikonlinemurahmalaysia,17,90,4.861631,994,17,1655,50
milate.my,64,97,4.901316,1504,5,1221,27
Bees Online Store,343,100,4.88132,4074,36,6156,168
zoey91zach,20,54,4.952504,5828,3,1358,12
Silent Summer Fashion Square,424,100,4.838964,979,11,894,25
NarniaCollections,31,96,4.96627,4041,2,1677,6
amongspring.my,7894,94,4.744613,14618,618,26331,1289
LL House,98,100,4.951256,7015,4,1372,13
hugyou.my,1120,82,4.863179,1519,1,486,29
fashionnation2021,865,99,4.893939,341,0,191,8
DEWI DIARY,18,27,4.882383,4032,17,2014,49
jewelrydream2020.my,713,86,4.905537,42502,635,119069,2273
Pndodo,52,94,4.889086,257,12,2279,50
borongmurahmalaysia,500,80,4.89899,582,1,1189,29
Hotwind,5009,95,4.762126,51918,3413,160662,7192
ain hijab,36,88,4.92552,4778,0,933,14
RoseBud Store,18,92,4.884615,237,2,673,19
Fitness Home,117,86,4.892222,6502,89,14556,287
mrswaniy17,12,96,4.970409,5465,1,1302,7
Sheed Shopper Jeans ,129,97,4.836357,1237,30,2706,90
Abbille Underwear,68,85,4.914286,1155,14,2369,41
🍒KIM-MIRA🍒,158,97,4.921315,2646,16,4942,76
cadarcottonmurah1103,850,91,4.850353,22649,110,13692,405
Bridesmaid Elfboutique,1600,75,4.696923,13182,286,9337,547
xuliang.my,395,95,4.854679,2417,31,3859,125
atenda.my,75,47,4.809925,1910,7,1015,51
Fashion.99,107,82,4.892222,747,5,935,24
Minii's-One Stop Party Station,520,86,4.951499,18736,87,34225,291
Borong2u murah,162,86,4.913625,7645,235,27035,362
deroseshop,623,58,4.890815,87941,224,33696,688
520dianshang04.my,127,63,4.830846,1071,5,781,35
Kawaii Styles,36,99,4.930215,1232,4,1305,11
fxshop91.my,118,100,4.814136,871,5,766,39
👙Limei Sexy Lingerie Shop👙,228,57,4.914239,4659,26,6766,119
geraiklambiku.my,613,100,4.548877,22363,593,9888,885
fedd.enterprise,242,94,4.923616,276,7,1583,22
Classy Curves,18,99,4.982718,9612,1,2367,10
esttrading,217,97,4.926398,679,5,2473,40
VIRGIE CHAN,134,95,4.859635,2296,12,2419,82
Buenos dias!,319,93,4.901587,1307,2,315,5
D.BATIK ,26,93,4.943284,95,0,339,6
MISSSANDRA ,9,98,4.968234,597,1,815,4
sweetylife.my,342,93,4.868015,2960,51,7457,220
KALONICE.VCY,54,86,4.837989,125,2,173,6
Coloures,3,99,4.969512,489,0,172,0
Butik NurSofia,43,96,4.94683,1564,1,504,6
MYCY,196,98,4.883302,2058,34,7566,169
housewife99,2,63,4.95,41,0,220,2
MALAYSIAN SAREE,113,59,4.695222,879,18,570,37
Giselle G&G studio,359,83,4.817408,10130,49,4159,161
dazzle_bunny,7,99,4.89547,538,2,586,12
4setsail,4,76,4.940341,422,2,354,2
Sambundle,47,66,4.97093,6589,5,2003,10
Seventy 9 Global,173,100,4.912525,5081,14,8683,166
Zamfashion.my,137,93,4.776502,2175,21,1093,54
MLL.store,170,98,4.897655,1922,12,2340,52
sweet mom.my,2662,90,4.80331,2396,66,5494,243
RM14_OnlineShop,712,79,4.851285,9161,103,10422,284
Sukiss Bra Fashion Wholesale Shop,178,92,4.829169,2156,20,2145,104
Simplicitee.T,334,92,4.913342,4323,4,4005,72
tshirt women T Shirt,3211,96,4.823936,8536,94,10333,359
heefly.my,403,62,4.790378,838,14,846,34
bluefish.my,490,70,4.825685,3993,84,5941,192
Awlent18.MY,25,93,4.899919,20264,120,18575,345
DsinarImpian Enterprise,88,89,4.860762,3304,32,5377,163
JY.K.JS.K Official Store,711,97,4.909132,2288,33,11052,224
U-sweety.my,2610,83,4.871465,11223,15,2745,82
cadbury.my,38,82,4.861953,439,2,293,8
kurtikeknis,292,97,4.934625,2681,5,2924,33
T LAB,14,97,4.95362,1575,0,923,11
Tannnn Mania,38,99,4.80852,2988,26,2236,82
benng211,98,85,4.869985,2109,46,8814,246
bra story,113,91,4.913745,983,5,1432,24
NSM-TECH,87,99,4.854221,13025,213,28488,868
AIMEI BEAUTY.my,410,89,4.765876,22319,260,16915,869
ramliberes,71,95,4.934898,18247,171,62693,808
nooraisan,22,99,4.978836,204,0,197,0
Jeebeng Store,18,95,4.913463,2321,22,6726,121
EZ_BOUTIQUE,44,90,4.867089,565,4,625,16
Greaterwear·佳儿,93,77,4.931323,418,2,630,9
LAVHME OFFICIAL,8,90,4.965517,6605,1,422,2
Margo Essentials,21,92,4.994403,6919,0,588,0
888bra1.my,360,88,4.867241,766,2,574,22
weehours.my,140,99,4.863257,2218,9,1892,69
Hasbella Kids Fashion,62,99,4.947321,25383,40,30553,328
colorful_space.my,158,98,4.931648,654,0,1063,18
Mk Pro Supply Trading Joanne Page,281,97,4.978578,5492,0,2954,14
HannaShop888,6,95,4.92183,1960,7,3152,60
cherrys shop ,193,95,4.832053,1780,19,1775,62
iloveyou.my,150,63,4.848607,454,32,2162,59
Fashion Beauty💝,795,100,4.862195,7797,74,8728,261
Audrey Official Shop ,273,100,4.900023,51785,89,12941,229
fairyone.my,2898,99,4.906035,12650,33,10110,216
shunyangshop.my,113,78,4.813642,1336,30,1573,56
FST Perfect 10 Borong,94,98,4.875734,546,10,1022,20
sma_entprise,10,79,4.947674,2134,0,358,2
Q&Pdw（jxmy.my）,310,56,4.831502,6770,56,8033,297
YOUYOU_MY,51,90,4.805152,956,20,2056,95
Siya clothing,190,100,4.894737,201,2,357,8
SAFFAR_0219,3,96,4.994186,94,0,186,0
Ichingclothes.my,132,82,4.901163,347,3,1602,39
BaggyBaggyStore,156,89,4.919372,6907,102,30897,485
Pitlong - EVPAD Authorised Reseller,3893,100,4.860735,41789,1648,142588,3559
YULIN888.my,267,100,4.873684,1607,3,555,19
Swim's Collection,88,76,4.953378,553,4,2129,14
LadiesJeans,101,97,4.945714,6030,0,1809,21
Pfamily2,1308,96,4.828743,17343,1054,89268,2937
EMPIRIC STAR ATTIRES,93,94,4.891686,3511,39,7036,133
BF Sport & Fashion,203,99,4.838542,9920,74,10714,421
amorestore.co,10,93,4.963253,23975,10,4283,28
💖YMM💖,50,97,4.908815,288,1,674,12
ClothesMall,109,76,4.907317,312,6,1658,34
Classic Curve,2,99,5,1324,0,225,0
WK Fashion (100%Ready stock),162,98,4.908853,8510,33,10389,196
PAKAIAN PEREMPUAN MURAH ( AFW),156,93,4.803454,6522,193,9921,374
BeautySecret,173,92,4.952623,6952,7,4366,32
h2djunior,119,98,4.89571,3373,11,3682,97
orange.fashion,266,93,4.917228,4665,7,4662,91
funnyworld.my,4310,82,4.691694,16842,961,34356,2204
iera shopz,16,87,4.976341,5357,0,671,4
BUTIK SHARISH,32,93,4.937864,2427,3,1062,11
Antler DC Online,106,97,4.941588,6149,5,2022,21
mimicupshop.my,210,79,4.865956,1878,11,1756,56
FLYING FISH MALL,102,98,4.824526,4403,21,2434,102
YZD Official Store,32,82,4.920721,1957,8,2791,34
nanadiyana,174,52,4.857074,2219,29,2105,56
forlovely.my,378,92,4.917539,5539,5,758,13
JNDS Bra Store,50,89,4.920228,682,6,1057,12
baju murah borong malaysia,1091,99,4.886555,9841,103,21297,499
umiaznisa,160,96,4.927177,1420,5,1911,27
VORALE,92,98,4.948113,324,1,2393,30
Butik Sarah Zainab,13,95,4.936101,3708,11,5161,66
SYIFA FASHION,103,92,4.875552,2962,65,9113,235
Hijabsis_knitwear.co,4,93,4.976974,3238,1,642,2
Avon.xoxo,326,87,4.934194,11929,88,17790,192
Qassandra.Co,5,98,4.976285,5897,0,846,3
More Dream Online Store,67,99,4.959732,1828,1,1795,16
geroboksibs.co,14,95,4.945776,14059,4,1662,14
Ts.trade,75,95,4.915551,1767,10,2672,55
centurylit.store,2,89,4.982456,1566,2,233,0
Happy City,358,90,4.836177,660,1,283,14
daduhey clothing local store,21,100,4.894428,1342,6,1018,19
lizmama,13,100,4.926186,2370,3,2412,35
seanjack1218,44,96,4.917599,1479,7,2054,36
mdtextile,183,95,4.94513,5792,86,46199,439
qualtyfashion,332,82,4.809497,6479,54,3504,136
twenie.co,16,100,4.96371,7146,0,537,4
Zuomi Women's Clothing Store,428,70,4.823688,1939,35,2174,70
maternityjeansmurah,79,94,4.934037,1134,5,1921,27
Four Season,49,97,4.96991,827,0,1234,8
HA FASHION GROUP,339,95,4.898551,512,0,417,14
ACS Sense,48,98,4.936749,876,3,1597,23
Busana Online Shop,272,100,4.902163,1126,14,2072,41
aneesaaa,12,96,4.9784,16452,2,2629,6
syafiani_collection,29,96,4.941781,93,0,292,3
er_bundle01,27,98,4.992686,46298,1,8671,5
Endorphins.my,15,99,4.987805,4020,1,1378,1
Baby Talk Malaysia,160,90,4.925267,349,1,281,4
VEs Shop,16,99,4.936508,167,0,512,9
XceeFit.my,263,72,4.812342,925,19,1898,88
Baby Phoebe,1384,92,4.932236,23492,296,91299,1195
futaowu.my,84,96,4.863153,3240,26,4334,126
Perfect.shop,87,100,4.927365,497,5,1216,12
MagicStar,1152,88,4.827135,13219,320,25566,876
NAM Bundle Store,4,90,4.966634,8726,1,2396,10
RAMISHA FASHION HOUSE,182,88,4.840619,4927,107,8118,267
Tok.Beauty,191,84,4.753373,5939,42,2249,127
Fashion house clothing store,1951,100,4.874564,340,1,281,10
aisyahzacky,16,97,4.976821,91,0,342,1
blinblin29,10,96,4.990058,10480,0,1283,1
Ceciliahome🌈🏡,36,94,4.979167,384,0,549,4
Baba Box,132,91,4.872073,975,36,3459,80
sweet girl women's chothing,82,82,4.848,993,9,606,15
cozeroom.my,500,58,4.853017,1804,53,5389,159
HitaScarf,78,92,4.925674,23688,214,74418,1092
sitique7,7,98,4.997226,6638,0,798,0
supplierhijabfashion.my,1377,100,4.539848,19432,782,14363,1497
RainbowLemon.my,441,100,4.857212,5964,11,2023,65
M.A JEANS,73,21,4.737472,2843,175,5346,237
JJ Couture,84,96,4.879589,7908,32,6836,193
bungazahraaisyah,113,41,4.892682,3664,43,6827,142
armelishop,17,98,4.98845,3905,0,1858,2
azianali__,3,90,4.960259,9856,4,1245,8
osaka_stores.my,26,100,4.810111,571,14,785,34
youen1128.my,492,97,4.826347,547,5,321,11
SwirlandSplash🌈,2,93,4.965347,4190,0,753,5
bonjays.my,50,95,4.980978,156,0,401,2
Solehah Inspire Official,24,98,4.89199,4377,4,807,24
Abella.syed,50,96,4.950166,4753,0,682,8
Fitdotshop,22,91,4.95347,16786,1,2641,25
Lavagee.my,233,86,4.864104,2907,27,4387,120
FromChina.my,217,92,4.855335,2912,126,13432,391
blove.shop,20,97,4.99044,10691,0,1168,1
maminashop,188,90,4.928252,1822,20,5424,78
Bajunikahtunangmurah,83,92,4.943287,8854,3,1007,10
Clothings.pallete,17,95,4.968801,10290,2,1915,19
Wholesale Shop Of Women Clothing,404,63,4.701424,4743,166,7084,467
LUNNAA.CO,46,98,4.966201,23799,1,3019,21
Littlelady-women fashion💕💕,1618,99,4.617066,26369,2007,51359,4075
lacemewah,145,97,4.949832,7135,12,4251,33
HappiQueen,14,99,4.964286,303,0,334,1
Az-Aida Store,19,87,4.955224,334,0,845,9
Mxhome02,23,100,4.966667,570,0,1096,6
Happy Shop2U,491,99,4.929899,2131,33,9932,157
Yoins,2688,97,4.797652,19521,280,23055,1034
GUZEL.CLOSET,3,97,4.973228,4231,1,690,3
superhappybuy,4302,91,4.735471,58383,2146,99547,5682
fantasydressing,670,38,4.827622,1923,56,5071,183
Japan Station118,353,82,4.821202,3579,47,5385,245
aelo.my,2322,83,4.734213,935,22,1007,64
CT.MomLuv Official Store,96,98,4.926722,6504,9,5672,82
xianyzs - Women Clothes,1320,95,4.735445,24456,481,22856,1368
F2000SHOP,112,97,4.819528,5221,334,24057,845
THHONE.my,1216,99,4.813086,4412,33,4130,183
IedaYusuri,6,73,4.9508,12497,9,2828,21
narts_id.my,73,100,4.773077,265,6,501,32
Bfuming,636,87,4.907211,35625,176,50300,930
ELINSHOP.COM,4,92,4.977778,2322,0,326,0
shadanacollection,63,90,4.880525,31999,29,5656,160
intan big fashion,52,81,4.770642,339,16,749,40
Front line for women's wear,129,95,4.750449,296,5,534,38
Children's & Women's Clothes store,137,61,4.765831,789,12,1432,97
GG_Official Store,30,94,4.950715,1782,7,2518,20
👶🏻Comelbaby👶🏻,186,99,4.936037,93770,279,110597,1336
cikwunny_2020,12,90,4.948225,2014,2,717,6
LOVE VERTI,181,85,4.771241,4522,86,6605,339
You LE,112,91,4.87931,1373,20,3742,99
Bintangfashion.os,154,99,4.918666,1329,6,1720,21
lanhvzqi6_Bra Pajamas Panties,25,97,4.84801,3972,40,3793,133
CheQim Premium Wear,10,99,4.986232,13914,0,1502,2
Yame Shoppu,16,88,4.991379,3039,0,253,1
jatuhcinta.my,1,88,4.983278,153,0,322,1
